xAS~ap	noun	1923
|l	noun	1907
>ay	abbrev	1902
qaT~	noun	1880
m$	noun_prop	1878
fikor	noun	1875
Haq~	adj	1874
Ealiy	noun_prop	1871
Ealiy~	noun	1871
mA	part_neg	1863
qiT~	noun	1863
xAS~	adj	1837
han~a>	verb	1837
qaT~	noun	1831
jihap	noun	1828
Hadiy	verb	1816
bada>	verb	1815
$Af	verb	1807
mA	pron_interrog	1804
mA	conj_sub	1804
wa$aY	verb	1797
fiEol	noun	1785
$ayo'	noun	1776
>ahol	noun	1770
qabol	noun	1768
qid~	noun	1762
AHd	noun_prop	1761
EalAp	noun	1755
?	punc	1748
{isom	noun	1747
Eamal	noun	1732
mawoDuwE	noun	1731
Aakal	verb	1721
lakin	verb	1715
jid~	noun	1710
Al~a*iy	pron_rel	1710
qud~	noun	1710
raj~aE	verb	1702
yakuwn	noun	1696
manA	verb	1687
{ibon	noun	1676
xAS~	adj	1671
Eam~	verb	1665
Eayon	noun	1662
ra}iys	noun	1660
waraY	verb	1659
waHaY	verb	1659
mur~	adj	1656
mumokin	adj	1653
Euliy~ap	noun	1645
Hukuwmap	noun	1644
hamA	verb	1634
sabab	noun	1623
mawoDuwE	adj	1619
kl	noun_prop	1615
>aSol	noun	1615
>amokan	verb	1614
sa>al	verb	1608
>asiy	verb	1608
Ealam	noun	1601
lam~	verb	1599
>arib	verb	1598
>arab	verb	1598
lAqaY	verb	1592
maS~ar	verb	1586
kal	verb	1582
>alad~	adj	1580
SAr	verb	1576
AnA	noun_prop	1575
mi$	part_neg	1564
mabar~ap	noun	1558
Haq~	noun_prop	1553
maEa	noun	1552
qAt	verb	1544
>aTolaE	verb	1542
yawom	noun_prop	1541
>alof	noun_num	1532
vaworap	noun	1532
Earabiy~	adj	1530
EanA	verb	1525
$aw~af	verb	1518
sanap	noun	1516
vaworap	noun_prop	1513
qil~	noun	1512
huwa	pron	1511
<ilof	adj	1510
<ilof	noun	1510
>aloyas	adj	1507
>aloyas	noun	1507
Earabiy~	noun	1505
raHomap	noun	1503
mak~an	verb	1498
rad~	noun	1495
kar~	verb	1494
faD~al	verb	1493
wi	conj	1489
wa	abbrev	1489
jid~	noun	1487
>alaf~	adj	1484
baq~	noun	1481
baq~	noun	1481
>aEoraf	adj_comp	1480
wakaY	verb	1470
samiE	verb	1464
dh	noun_prop	1459
|min	adj	1455
>asA	verb	1452
>arojaE	verb	1450
Ean	prep	1449
yih	noun	1448
{inotixAb	noun	1436
Eiloyap	noun	1434
Eil~iy~ap	noun	1434
Darab	verb	1434
daxal	verb	1430
AnA	pron	1424
>aSalap	noun	1421
kal~	verb	1420
>an~	pron	1414
bay~in	adj	1402
baEoD	noun_quant	1396
li	prep	1393
xalAS	noun	1393
>alif	noun	1383
qad~ar	verb	1383
l	noun_prop	1381
maSoriy~	noun_prop	1375
miSoriy~	noun_prop	1375
|nA	noun_prop	1373
Eumor	noun	1368
>amor	noun	1366
mubArak	noun_prop	1358
bayona	noun	1351
s	noun_prop	1350
>alif	noun	1347
miynA'	noun	1334
kar~ah	verb	1332
rAy	noun_prop	1325
mayon	noun	1324
qibal	noun	1318
jad~	noun	1316
<iyh	abbrev	1306
<isolAmiy~	adj	1305
>afoDal	verb	1302
sin~	noun	1299
>aH~	verb	1290
kul~ap	noun	1289
|niy~	adj	1285
|l	verb	1285
qadar	verb	1281
Had~	verb	1279
yA	part_voc	1276
kn	noun_prop	1272
qara>	verb	1270
>adoxal	verb	1268
>aHad~	adj_comp	1267
>anohaY	verb	1266
raw~aH	verb	1260
nahaY	verb	1258
nahA	verb	1252
qiyA'	noun	1252
>um~ap	noun	1248
<isolAmiy~	noun	1248
>ataY	verb	1246
HAl	noun	1246
hw	noun_prop	1244
fak~ar	verb	1236
mu$okilap	noun	1234
dah	pron_dem	1232
rad~	noun	1229
>asad	noun	1225
sun~ap	noun	1219
>aHosan	adj_comp	1216
raH~am	verb	1215
lam~ap	noun	1195
fasA	verb	1192
lAk	verb	1191
>anozal	verb	1191
Ealim	verb	1190
mubArak	adj	1187
TaboE	noun	1186
raHim	noun	1185
raHim	noun	1182
Eil~ap	noun	1180
>ukorap	noun	1180
$uway~ap	noun	1177
>akobar	adj_comp	1174
Suwrap	noun	1169
kabiyr	adj	1168
fikorap	noun	1167
>akovar	noun_quant	1166
$a>on	noun	1165
,	punc	1165
katab	verb	1164
Hizob	noun	1162
>akovar	adj_comp	1160
xArij	adj	1158
>aqobal	verb	1157
Eamal	verb	1151
>aEolaY	verb	1148
Aayoh	pron_interrog	1142
>akobar	noun_prop	1140
jAmiE	noun	1134
<iEolAm	noun	1129
kil~ap	noun	1128
biqiy	verb	1120
wadaY	verb	1112
barakap	noun	1111
junayoh	noun	1110
>amor	noun	1110
$ab~	noun	1102
$ab~	adj	1102
naE~am	verb	1093
kiyn	noun_prop	1090
Hat~	verb	1090
huw	noun_prop	1084
bilA$	noun	1084
sal~am	verb	1084
xal~aY	verb	1081
Eumar	noun_prop	1081
mar~ap	noun	1078
hiw~	adj	1072
hiw~	noun	1072
xay~ir	adj	1067
la>om	noun	1066
xabar	noun	1066
mar~ap	noun	1063
wafaY	verb	1058
Hariy~	adj	1058
mu$ak~al	adj	1057
mu$ak~al	adj	1057
mu$ak~al	adj	1057
ma$~aY	verb	1057
hAm	verb	1056
Eamal	noun_prop	1055
raHim	verb	1053
HaSal	verb	1052
Eam~aY	verb	1051
sam~aE	verb	1046
>aHosan	verb	1039
>aEomaY	verb	1036
>aEolam	verb	1028
TalaE	verb	1025
wajad	verb	1025
>atam~	verb	1024
|hil	noun	1020
fahim	verb	1020
>alam	noun	1016
$abAb	noun_prop	1016
xAS~ap	noun	1015
xAS~ap	adj	1015
Eirif	verb	1014
>ayo	part	1014
kad~	verb	1013
sun~iy~	adj	1009
>aEolAm	noun	1008
>aEolAm	adj	1008
lw	noun_prop	1006
!	punc	1005
huw~a	pron	998
Hasob	noun	996
>awo	conj	994
>uw	abbrev	994
waqot	noun	992
za>ar	verb	988
qaw~am	verb	985
>aHab~	verb	984
jayo$	noun	984
>aSobaH	verb	983
muhim~	adj	979
nafosiy~	adj	978
mA	pron_exclam	977
mA	noun	977
mA	verb	977
mA	part	977
>uxot	noun	976
musolim	noun	974
him~ap	noun	973
>asaf	noun	970
masak	verb	970
>alA	verb	970
xArij	noun	967
waSal	verb	966
yhA	noun_prop	960
>ajAb	verb	958
barakap	noun_prop	955
<il~A	part_restrict	953
>aEAn	verb	952
mSr	noun_prop	952
Eadam	noun	952
lisAn	noun	947
salAm	noun	946
Ead~	verb	946
lisAn	noun	944
sin~	noun	943
baloTajiy~	adj	942
Hukom	noun	940
nahim	verb	940
>aHab~	adj_comp	940
|b	noun_prop	938
hiya	pron	938
{iHotirAm	noun	934
binot	noun	933
jadiyd	adj	931
>aroD	noun	930
>amal	noun	929
mA	pron_interrog	922
mA	part_neg	922
n	noun_prop	919
yah	interj	916
yuh	interj	916
yuhu	interj	916
san~	noun	916
h	noun_prop	915
>ahal~	verb	914
<il~A	prep	914
qabil	verb	909
qab~al	verb	909
<inosAn	noun	906
qAnuwn	noun	901
taHoriyr	noun	901
walad	noun	899
>asomaE	verb	898
li	prep	897
>ab	noun	895
>aqal~	verb	893
>amoriykiy~	noun	892
>aqal~	adj_comp	891
nAsiy	noun	888
nAsiy	adj	888
<id~	adj	886
<id~	noun	886
Ead~aY	verb	886
l`kin~a	verb_pseudo	884
lkn	noun_prop	883
>asolam	verb	883
>aSolaH	verb	881
musolim	adj	880
taqaw~ul	noun	878
waS~al	verb	877
dawlap	noun	875
$akol	noun	872
>abAn	verb	872
riq~	noun	871
satar	verb	870
>arowaH	verb	870
>amoriykiy~	adj	870
tal~	noun	870
wafiy~	adj	867
day~in	adj	866
>aDorab	verb	866
ta>an~iy	noun	865
>amo$aY	verb	862
{iT~alaE	verb	861
Hab~	verb	860
EAlim	noun	858
qil~ap	noun	858
waqaf	verb	857
>amar~	adj_comp	856
SAHib	noun	854
rad~	verb	853
Hulow	adj	852
|nuk	noun	852
SaHiyH	adj	847
Earabiy~ap	noun	847
lam~A	conj_sub	844
wal~aY	verb	843
yad	noun	842
lahim	adj	842
xayor	adj_comp	840
lahom	noun	840
Dar~ab	verb	840
>ajolas	verb	840
EAmil	noun	839
qul~ap	noun	839
rajaE	verb	835
Hulow	noun	832
<isolAm	noun	832
>akor	noun	830
>axiyr	adj	829
salAm	noun	825
jaw~	noun	824
EaD~	noun	823
rAH	verb	823
<isolAm	noun_prop	820
diyn	noun	819
lawo	conj_sub	818
luw	noun_prop	818
bArak	verb	816
EAlam	noun	816
maSor	noun_prop	814
bAraY	verb	813
kad~	verb	812
nAs	noun_prop	810
>akotab	verb	810
muSir~	noun	808
Hur~iy~ap	noun	808
{iEotaqad	verb	806
>amoriykA	noun_prop	804
>asAs	noun	804
kAn	noun_prop	802
kan~	verb	800
xayor	noun	799
xayor	noun_prop	799
bs	noun_prop	798
Ead~	verb	798
{iEotabar	verb	798
Earaf	verb	797
HayAp	noun	797
HAj~	verb	793
rAjil	noun	792
{iHotaram	verb	789
muHotaram	noun	789
salAm	noun	787
Aly	noun_prop	787
Hal~	noun	784
daEA	verb	784
|laY	verb	783
niZAm	noun	783
bakorap	noun	783
<iy	abbrev	782
|y	abbrev	782
Sad~aq	verb	782
su&Al	noun	782
raq~	noun	781
salAm	noun_prop	780
sal~Am	noun_prop	780
>aZohar	verb	780
maSolaHap	noun	779
mA	conj_sub	774
wijohap	noun	774
Easokariy~	adj	774
yA	noun_prop	768
Eanod	noun	768
>amAm	noun	767
>aEad~	verb	767
mar~	noun	766
zam~	verb	763
baE~ad	verb	760
maw~at	verb	759
nazal	verb	758
nazil	verb	758
naz~al	verb	758
wud~	noun	756
Hal~	verb	755
waq~af	verb	754
makAn	noun	751
Hakam	verb	751
naf~is	verb	749
bas~	verb	749
AHnA	noun_prop	749
AHdh	noun_prop	749
Easokariy~	noun	747
waziyr	noun	746
|laf	adj_comp	742
<imAm	noun	742
>amAn	noun	741
mujar~ad	noun	741
kuway~is	noun	740
lid~	noun_prop	738
>an~a	adj_comp	738
Tay~ib	adj	735
|aliy	adj	735
>ad~aY	verb	734
>amap	noun	734
>usorap	noun	733
bas~	adj	733
bas~	noun	733
bus~	noun	733
waq~at	verb	732
law	conj_sub	729
qul~ap	noun	729
Ayh	noun_prop	728
fiEol	noun	726
nisobap	noun	726
nisobap	noun	726
Hakam	noun	725
EadA	verb	725
>abad	noun	724
maSolaHap	noun	724
waj~ah	verb	723
mA	verb	719
>ab~	verb	718
qad~am	verb	718
diyn	noun_prop	716
>awoSal	verb	716
ka<in~	verb_pseudo	713
mA	part_focus	711
mA	part	711
SAHib	noun	711
sam~	verb	710
daw~il	verb	710
m	noun_prop	709
mAl	noun	708
SarAHap	noun	708
karih	verb	708
nuquwl	noun	707
Sar~	verb	705
TabaE	verb	704
raS~	noun	704
qatal	verb	702
mawojuwd	adj	701
qal~ap	noun	701
kar~Am	noun	701
bas~	conj	699
bas~	adv	699
bas~	interj	699
>axoraj	verb	699
l`kino	conj	699
AilaY	prep	698
Al~iy	pron_rel	698
diy	pron_dem	695
ra>os	noun	693
rajul	noun	692
qad~ar	verb	691
>anota	pron	691
>anoti	pron	691
>afoDal	adj_comp	688
>aHomad	noun_prop	687
rbnA	noun_prop	686
laHod	noun	686
qaT~	verb	686
wasam	verb	684
TaboEap	noun	684
rAjil	noun	683
HabA	verb	682
>aHomad	adj_comp	682
>aloHaq	verb	682
>aHofaZ	verb	682
qanAp	noun	681
dam~	noun	680
kar~	verb	679
takal~am	verb	678
>aHodav	verb	678
>aHokam	verb	678
EAm~	adj	677
>ayo	part_voc	676
lim~ap	noun	676
>ajal~	adj_comp	676
hal~	verb	676
faDal	verb	675
|ayap	noun	674
|ayap	noun_prop	674
>awoqaf	verb	672
naEam	interj	671
Saw~ar	verb	670
jih	verb	667
maval	noun	667
Ail~iy	pron_rel	666
Sal~aY	verb	666
sab~	verb	665
lum~ap	noun	664
qalob	noun	664
EAlim	adj	663
nifos	noun	662
Hukom	noun	662
ham~	verb	662
gariyb	adj	661
Tab~aE	verb	660
{iqotiSAdiy~	adj	660
{iqotiSAdiy~	noun	660
kalimap	noun	659
ra>os	noun	658
wadaE	verb	656
mas~	verb	655
wlA	noun_prop	654
fiylom	noun	654
>aqodam	verb	654
|lif	adj	652
|lif	noun	652
dayon	noun	652
niZAm	noun	651
>axiyr	noun	650
DaH~aY	verb	649
>ax~ar	verb	648
>aqoEad	verb	648
>ariq	adj	648
>ariq	noun	648
Hidap	noun	647
Hid~ap	noun	647
daE~	verb	647
>awolaY	verb	646
>ajal	noun	645
bay~an	verb	645
dy	noun_prop	644
yn	noun_prop	643
wamas	verb	642
Eal~am	verb	642
wuq~ap	noun	642
lAm	noun	642
muTAlab	adj	642
bur~	noun	640
>aEodaY	verb	639
Sal~aH	verb	637
muSal~iH	noun	637
muSoliH	noun	637
muSal~iH	adj	637
muSoliH	adj	637
Hur~	adj	636
Did~	noun	636
$Eb	noun_prop	635
HayAp	noun_prop	634
Hizob	noun_prop	634
EAm	verb	634
zal~	verb	634
Eam~ar	verb	633
wal~A	conj	632
ma|l	noun	632
ta>oriyx	noun	632
qaf~	verb	632
rA'	noun	632
EalA	verb	631
xaTa>	noun	631
h`*A	pron_dem	630
kayof	noun	630
Tun~	noun	630
raqom	noun	627
yA	conj	626
>ayoh	pron_rel	624
<iyh	pron_exclam	624
Hat~aY	prep	623
karuh	verb	623
Anh	noun_prop	622
jamAEap	noun	621
EuDow	noun	619
qat~al	verb	619
>il~iy	pron_rel	618
Aili~y	pron_rel	618
>alAm	verb	617
$ukor	noun	617
siyAsiy~	adj	616
HAwal	verb	616
qalob	noun	615
>arAd	verb	615
Hadav	noun	615
>amosak	verb	614
SAl	verb	614
>axolaY	verb	613
$ahor	noun	612
siyAsap	noun	612
fah~am	verb	611
wajoh	noun	610
>us~	noun	609
lakin	conj	607
sAEap	noun	606
musal~am	adj	606
>a$al~	adj	606
diy	abbrev	605
diy	noun_prop	605
Hil~	noun	605
Aid~aY	verb	605
EuDow	noun	605
qafAF	noun	605
bEdyn	noun_prop	603
hadaf	noun	603
lajonap	noun	603
$axoS	noun	602
rAb	verb	601
rAb	verb	601
mivol	noun	599
Ean~	verb	598
>ajol	noun	598
>ay~ad	verb	597
mAt	verb	597
Azm	noun_prop	596
qal~	verb	596
siyAsap	noun	595
janoy	noun	594
EuDow	adj	594
muhim~	noun	593
Hakam	verb	591
EalA	noun_prop	590
ElA	noun_prop	590
Saw~ar	verb	590
Hakam	noun_prop	588
Ed	noun_prop	588
Suwrap	noun	588
siyAsiy~	noun	587
Eay~an	verb	586
gariyb	noun	586
>akobar	verb	586
>aEolan	verb	586
Tiyb	noun	585
EAd	verb	585
>axa*	verb	585
galaT	noun	585
kam~	verb	584
layis	verb	583
Tariyq	noun	582
suloTap	noun	582
galaT	adj	582
wajoh	noun	581
sur~	noun	580
>ujorap	noun	580
>afoham	verb	579
kam~	noun	578
jab~	verb	578
EA$	verb	576
AiHonA	pron	574
>alA	part	573
kal~am	verb	572
>al~it	verb	572
vawor	noun	572
>aqar~	verb	570
>akovar	verb	570
>aDoHaY	verb	569
$ugol	noun	569
HaDorap	noun	569
wADiH	adj	568
Hub~	noun	568
raD~	noun	568
fAhim	noun	568
Darob	noun	568
En	noun_prop	567
Hasan	adj	567
muta>ak~id	adj	567
muta>ak~id	noun	567
dam	noun	567
Hidap	adj	566
EaraD	verb	566
siEor	noun	565
jamiyl	adj	564
kaw~in	verb	563
Ant	noun_prop	563
jaEal	verb	563
|sif	noun	562
mawoqif	noun	562
jamal	noun	561
qafA	verb	561
jadiyd	noun	561
sAb	verb	560
EArif	adj	558
liy~ap	noun	558
Sawot	noun	558
manaE	verb	558
muwATin	noun	558
kmAn	noun_prop	557
hadaf	noun	557
diyap	noun	556
>asoqaT	verb	556
Eamiy	verb	555
Sawot	noun	554
Hab~	noun	552
>aboriyl	noun_prop	551
miEaY	noun	550
>am~	verb	550
>ajonabiy~	noun	550
muwaq~af	adj	550
{inotaxab	verb	550
dAr	noun	550
$An	noun_prop	549
nasiy	verb	549
Ea$An	noun	548
Eala$An	noun	548
duwn	noun	547
qatol	noun	547
>asar	verb	546
>ajonabiy~	adj	546
Aaxad	verb	545
rafaE	verb	545
Habiyb	noun	543
ma$oruwE	noun	543
Has~	verb	541
lyh	noun_prop	541
kilomap	noun	540
ragom	noun	540
|b	verb	539
yawm	noun	539
Hak~am	verb	539
EalaY	adj	538
karAmap	noun	538
lmA	noun_prop	536
jAmiE	noun	535
jAmiE	adj	535
miloyuwn	noun_num	534
huw~ap	noun	534
Hasab	noun	534
Edyn	noun_prop	534
yA	interj	533
faEal	verb	533
kaviyr	adj	533
$AriE	noun	533
EAmil	adj	532
sam~aY	verb	532
barod	noun	531
zay~	noun	530
nufosap	noun	530
waTaniy~	adj	530
$ak~al	verb	530
sAd~	adj	530
>ajor	noun	530
Ay	noun_prop	529
rAH	verb	528
banaY	verb	528
<iEolAn	noun	528
barad	noun	527
burod	noun	527
xuloq	noun	527
$axoSiy~	adj	526
qAEid	adj	526
qAEid	noun	526
EAm	noun	525
lam~	verb	524
>amoniy~	adj	524
sAEap	noun	523
rad~	verb	522
jamiyE	noun_quant	522
qaf~aY	verb	521
DaHA	verb	520
dusotuwr	noun	518
{ijotimAEiy~	adj	518
hy	noun_prop	515
hum	pron	514
waTan	noun	514
{it~afaq	verb	514
jam~Al	noun	513
naEam	verb	513
>alAn	verb	513
>aEoraD	verb	513
diymuqrATiy~	noun	513
>asAr	verb	512
lAzim	verb	512
$uroTap	noun	512
$aroTap	noun	512
{iqotiSAd	noun	512
mar~	verb	511
daw~ar	verb	511
DaHiy	verb	510
ra>os	noun_prop	510
>ayoh	pron_rel	509
>iy	pron_rel	509
>iyh	adv_rel	509
>iyh	pron_rel	509
>iyh	pron_rel	509
>iy~h	adv_interrog	509
Aiyh	adv_rel	509
Aiyh	pron_rel	509
Aiyh	pron_rel	509
maSoriy	adj	509
kan~ap	noun	508
kun~ap	noun	508
hm	noun_prop	508
sA}il	noun	507
krh	noun_prop	506
{id~aEaY	verb	506
>aHomaY	verb	506
filos	noun	505
qadim	verb	505
diymuqrATiy~	adj	505
>an~Y	adv_rel	504
>an~aY	adv_interrog	504
Darob	noun	504
Ham~aY	verb	503
>u*un	noun	503
<i*on	noun	503
Habiyb	adj	502
ma$aY	verb	502
quf~ap	noun	501
Aw	noun_prop	500
walom	noun	500
Haqiyq	noun	500
>amiyn	adj	500
mAn	noun_prop	499
EAyiz	adj	499
gayorap	noun	499
{iEotiSAm	noun	498
{iEotiSAm	noun	498
Aw	conj	497
>aw	conj	497
Aaw	interj	497
Al$Eb	noun_prop	497
bayot	noun	497
muZAharap	noun	497
>amiyn	noun	496
Harob	noun	495
mayodAn	noun	495
mE	noun_prop	494
jad~	verb	494
jamAEap	noun_prop	494
hana>	verb	493
nEm	noun_prop	493
jA	verb	491
$aE~ab	verb	490
dawor	noun	490
EAdiy	adj	490
$ayox	noun	489
taHota	noun	488
qadir	verb	487
qadar	verb	487
Suwr	noun_prop	486
Tifol	noun	486
Eay~a$	verb	485
h*A	noun_prop	485
$akal	verb	485
karAmap	noun_prop	485
gAyap	noun	485
>az~am	verb	484
dAxil	adj	484
rh	noun_prop	482
Talab	verb	482
farod	noun	481
AlnAs	noun_prop	481
nafis	verb	481
naf~as	verb	481
waEad	verb	481
>aEolam	adj_comp	480
say~ab	verb	480
baT~al	verb	480
kdh	noun_prop	479
EAyiz	noun	479
rijol	noun	479
muwATin	adj	479
hA	noun_prop	478
xar~aj	verb	478
waziyr	noun_prop	478
Hd	noun_prop	477
HamaY	verb	477
kidap	noun	476
>akan~	verb	476
vA}ir	noun	476
kalom	noun	475
qawiy~	adj	475
$ahiyd	noun	475
furoSap	noun	475
>amal~	verb	474
{isotaxodam	verb	474
Hay~	adj	473
jAnib	noun	473
DaHik	verb	473
bay~in	verb	472
>aZal~	verb	472
mayodAn	noun	472
muHam~ad	noun_prop	471
>ahodaY	verb	471
>asomaY	verb	470
>aHal~	verb	470
>awoqaE	verb	470
>ak~ad	verb	468
<il`h	noun	467
yamiyn	noun	466
daxol	noun	466
Hay~	noun	466
AlA	noun_prop	466
Salut	verb	466
>ajad~	verb	465
Tuwl	noun	464
fataH	verb	464
xubar	noun_prop	464
dawor	noun	464
dukotuwr	noun	464
*`lika	pron_dem	463
waDaE	verb	463
furoSap	noun	463
>alosan	adj	462
wizArap	noun	461
hum~a	pron	460
hum	interj	460
hom	interj	460
xar~	verb	460
HAlap	noun	460
qAm	verb	459
xad~	noun	459
fal~	noun	458
qAm	verb	457
jadA	verb	457
qarAr	noun	457
HafiZ	verb	457
qar~	verb	456
sul~am	noun	456
nAt	verb	455
limA	adv_rel	454
>amal	noun_prop	454
muxotalif	adj	453
muxotalif	noun	453
sat~ar	verb	453
>aHas~	verb	452
>ay~	adj	452
>aDoHak	verb	452
>araq~	adj_comp	452
xal~aS	verb	451
>anosaY	verb	450
xArijiy~	adj	449
>amas~	adj_comp	448
EA}i$	adj	448
hadaY	verb	448
<idArap	noun	448
simiE	verb	447
kal~im	verb	447
kariym	adj	447
sA}il	adj	447
Tib~	noun	446
Zah~ar	verb	446
tagoyiyr	noun	445
$ahiyd	adj	444
jimAE	noun	444
lam~A	part_neg	443
EulA	noun_prop	443
fawoq	noun	442
dafaE	verb	441
qaE~ad	verb	441
>akol	noun	441
HAjh	noun_prop	440
Aay~	noun_quant	440
EA}i$	noun	440
>adAn	verb	440
qalob	noun	440
EAdiy~	adj	440
kidah	adv	439
kidah	adj	439
kidah	noun	439
kAtib	noun	439
qidorap	noun	439
jamAl	noun	438
>aroDaY	verb	438
Haq~aq	verb	438
Earabiy~	noun_prop	437
naZar	noun	436
yutom	noun	436
<iyrAn	noun_prop	436
<ixobAr	noun	436
>axobAr	noun_prop	436
hiy~a	pron	435
qawol	noun	435
baEodayn	noun	435
baEodayn	adj	435
zAr	verb	435
Eadad	noun	435
taEam~ul	noun	434
EiyAl	noun	433
kamAn	adj	433
dAxil	noun	433
|alap	noun	432
kirih	verb	432
>abolag	verb	432
Sad~aq	verb	432
>ary	noun	432
>arad~	adj_comp	432
>amos	noun	431
TaboE	noun	431
Hamod	noun	430
Tifol	adj	430
qawiy~	noun	430
>arobaE	noun_num	429
dax~al	verb	429
Hamod	noun_prop	429
hiy	interj	428
Eilom	noun	428
>akal~	verb	428
|mir	noun	427
naEim	verb	427
naEum	verb	427
nuqoTap	noun	427
gurayob	noun_prop	426
lm	noun_prop	426
qaf~ap	noun	426
quf~ap	noun	426
haY	interj	424
qAdim	adj	424
na$ar	verb	424
lAn	verb	423
Had~av	verb	423
>ajor	noun	422
>akol	noun	422
lAm	verb	421
qt	noun_prop	421
say~id	noun	421
nA}ib	noun	421
>aqAl	verb	420
>ab~an	verb	420
qab~il	verb	420
<iHodAv	noun	420
jahiy	verb	419
>amar~	verb	419
jalas	verb	419
