LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
13	OK-ONE	1	NOM.MS.CN.E0	{id~iEA'	اِدِّعاؤُهُ	Aid~iEA&uhu	112			None	[{id~iEA]	{id~iEA/NOUN+&/STEM+u/CASE_DEF_NOM+hu/POSS_PRON_3MS	allegation;claim;prosecution	[#A'@w]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[CN.Pron]_[CS:MS+POSS_PRON+enc0+u-suff]_[CT:#A'@w+MS+enc0+u-suff]_[CF:!enc0+#A'+#A'-w+#A}iy+#^ay+#^i+#^iy+#^i||#^ay||#^iy+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy+#iy||#A}iy+#o'-con+#o'-dis+#u&+#w'+FIVE-NOUNS+FS||FD+MD||FP+MP+POSS_PRON-iy+POSS_PRON-iy+a-suff+i-suff]	pos:noun gen:m num:s cas:n enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
14	OK-ONE	1	NOM.MS.CG.E0	{id~iEA'	اِدِّعائِهِ	Aid~iEA}ihi	112			None	[{id~iEA]	{id~iEA/NOUN+}/STEM+i/CASE_DEF_GEN+hu/POSS_PRON_3MS	allegation;claim;prosecution	[#A'@w]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[CG.Pron]_[CS:#^i+MS+POSS_PRON+enc0+i-suff]_[CT:#A'@w+#^i||#^ay||#^iy+MS+enc0+i-suff]_[CF:!#^i+!enc0+#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy+#iy||#A}iy+#o'-con+#o'-dis+#u&+#w'+FIVE-NOUNS+FS||FD+MD||FP+MP+POSS_PRON-iy+POSS_PRON-iy+a-suff+u-suff]	pos:noun gen:m num:s cas:g enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
15	OK-ONE	1	NOM.MS.CA.E0	{id~iEA'	اِدِّعاءَهُ	Aid~iEA'ahu	112			None	[{id~iEA]	{id~iEA/NOUN+'/STEM+a/CASE_DEF_ACC+hu/POSS_PRON_3MS	allegation;claim;prosecution	[#A'@w]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[CA.Pron]_[CS:MS+POSS_PRON+a-suff+enc0]_[CT:#A'@w+MS+a-suff+enc0]_[CF:!enc0+#A'+#A'-w+#A}iy+#^ay+#^i+#^iy+#^i||#^ay||#^iy+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy+#o'-con+#o'-dis+#u&+#w'+FIVE-NOUNS+FS||FD+MD||FP+MP+POSS_PRON-iy+POSS_PRON-iy+i-suff+u-suff]	pos:noun gen:m num:s cas:a enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
16	CHECK-GT-ONE	2	NOM.MD.DN.P0	{id~iEA'	الاِدِّعاءانِ	AlAid~iEA'Ani	112			None	[{id~iEA]	Al/DET+{id~iEA/NOUN+'/STEM+Ani/NSUFF_MASC_DU_NOM	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[DN]_[CS:A-suff+MD]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:m num:d cas:n enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	OK M0 PS0 PP0	1
17	CHECK-GT-ONE	2	NOM.MD.DN.P0	{id~iEA'	الاِدِّعاوانِ	AlAid~iEAwAni	112			None	[{id~iEA]	Al/DET+{id~iEA/NOUN+w/STEM+Ani/NSUFF_MASC_DU_NOM	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[DN]_[CS:A-suff+MD]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:m num:d cas:n enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	OK M0 PS0 PP0	1
18	CHECK-GT-ONE	2	NOM.MD.DG.P0	{id~iEA'	الاِدِّعاءَيْنِ	AlAid~iEA'ayoni	112			None	[{id~iEA]	Al/DET+{id~iEA/NOUN+'/STEM+ayoni/NSUFF_MASC_DU_GEN	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom.Pr.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[DG]_[CS:MD+y-suff]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:m num:d cas:g enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	OK M0 PS0 PP0	0
19	CHECK-GT-ONE	2	NOM.MD.DG.P0	{id~iEA'	الاِدِّعاوَيْنِ	AlAid~iEAwayoni	112			None	[{id~iEA]	Al/DET+{id~iEA/NOUN+w/STEM+ayoni/NSUFF_MASC_DU_GEN	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom.Pr.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[DG]_[CS:MD+y-suff]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:m num:d cas:g enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	OK M0 PS0 PP0	0
20	CHECK-GT-ONE	2	NOM.MD.DA.P0	{id~iEA'	الاِدِّعاءَيْنِ	AlAid~iEA'ayoni	112			None	[{id~iEA]	Al/DET+{id~iEA/NOUN+'/STEM+ayoni/NSUFF_MASC_DU_ACC	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[DA]_[CS:MD+y-suff]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:m num:d cas:a enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	OK M0 PS0 PP0	1
21	CHECK-GT-ONE	2	NOM.MD.DA.P0	{id~iEA'	الاِدِّعاوَيْنِ	AlAid~iEAwayoni	112			None	[{id~iEA]	Al/DET+{id~iEA/NOUN+w/STEM+ayoni/NSUFF_MASC_DU_ACC	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[DA]_[CS:MD+y-suff]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:m num:d cas:a enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	OK M0 PS0 PP0	1
22	CHECK-GT-ONE	2	NOM.MD.IN	{id~iEA'	اِدِّعاءانِ	Aid~iEA'Ani	112			None	[{id~iEA]	{id~iEA/NOUN+'/STEM+Ani/NSUFF_MASC_DU_NOM	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[IN]_[CS:A-suff+MD]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:m num:d cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
23	CHECK-GT-ONE	2	NOM.MD.IN	{id~iEA'	اِدِّعاوانِ	Aid~iEAwAni	112			None	[{id~iEA]	{id~iEA/NOUN+w/STEM+Ani/NSUFF_MASC_DU_NOM	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[IN]_[CS:A-suff+MD]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:m num:d cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
24	CHECK-GT-ONE	2	NOM.MD.IG	{id~iEA'	اِدِّعاءَيْنِ	Aid~iEA'ayoni	112			None	[{id~iEA]	{id~iEA/NOUN+'/STEM+ayoni/NSUFF_MASC_DU_GEN	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[IG]_[CS:MD+y-suff]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:m num:d cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
25	CHECK-GT-ONE	2	NOM.MD.IG	{id~iEA'	اِدِّعاوَيْنِ	Aid~iEAwayoni	112			None	[{id~iEA]	{id~iEA/NOUN+w/STEM+ayoni/NSUFF_MASC_DU_GEN	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[IG]_[CS:MD+y-suff]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:m num:d cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
26	CHECK-GT-ONE	2	NOM.MD.IA	{id~iEA'	اِدِّعاءَيْنِ	Aid~iEA'ayoni	112			None	[{id~iEA]	{id~iEA/NOUN+'/STEM+ayoni/NSUFF_MASC_DU_ACC	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[IA]_[CS:MD+y-suff]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:m num:d cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
27	CHECK-GT-ONE	2	NOM.MD.IA	{id~iEA'	اِدِّعاوَيْنِ	Aid~iEAwayoni	112			None	[{id~iEA]	{id~iEA/NOUN+w/STEM+ayoni/NSUFF_MASC_DU_ACC	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[IA]_[CS:MD+y-suff]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:m num:d cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
28	CHECK-GT-ONE	2	NOM.MD.CN	{id~iEA'	اِدِّعاءا	Aid~iEA'A	112			None	[{id~iEA]	{id~iEA/NOUN+'/STEM+A/NSUFF_MASC_DU_NOM_POSS	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[CN.Pron]_[CS:#^A+MD]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:m num:d cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
29	CHECK-GT-ONE	2	NOM.MD.CN	{id~iEA'	اِدِّعاوا	Aid~iEAwA	112			None	[{id~iEA]	{id~iEA/NOUN+w/STEM+A/NSUFF_MASC_DU_NOM_POSS	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[CN.Pron]_[CS:#^A+MD]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:m num:d cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
30	CHECK-GT-ONE	2	NOM.MD.CG	{id~iEA'	اِدِّعاءَيْ	Aid~iEA'ayo	112			None	[{id~iEA]	{id~iEA/NOUN+'/STEM+ayo/NSUFF_MASC_DU_GEN_POSS	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[CG.Pron]_[CS:#^ay+MD]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:noun gen:m num:d cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
31	CHECK-GT-ONE	2	NOM.MD.CG	{id~iEA'	اِدِّعاوَيْ	Aid~iEAwayo	112			None	[{id~iEA]	{id~iEA/NOUN+w/STEM+ayo/NSUFF_MASC_DU_GEN_POSS	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[CG.Pron]_[CS:#^ay+MD]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:noun gen:m num:d cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
32	CHECK-GT-ONE	2	NOM.MD.CA	{id~iEA'	اِدِّعاءَيْ	Aid~iEA'ayo	112			None	[{id~iEA]	{id~iEA/NOUN+'/STEM+ayo/NSUFF_MASC_DU_ACC_POSS	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[CA.Pron]_[CS:#^ay+MD]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:noun gen:m num:d cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
33	CHECK-GT-ONE	2	NOM.MD.CA	{id~iEA'	اِدِّعاوَيْ	Aid~iEAwayo	112			None	[{id~iEA]	{id~iEA/NOUN+w/STEM+ayo/NSUFF_MASC_DU_ACC_POSS	allegation;claim;prosecution	[#A'@w]	[MD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'@w]_[CT:MS||MD||FP]_[CF:-]	S:[CA.Pron]_[CS:#^ay+MD]_[CT:#A'@w+MD||FP]_[CF:#A'+#A'-w+#A}iy+#a>+#aA+#aA-Ap-w+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:noun gen:m num:d cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
34	OK-ZERO-E0-DEFINITE	0	NOM.MD.DN.P0.E0	{id~iEA'			112			None	[{id~iEA]			[#A'@w]	[MD]					FSE0 PS0 PP0	0
