{izodiyAd	{i1odiyA3		1	z.y.d			{izodiyAd	NOUN	increase;intensification	pos:noun gen:m num:- rat:i cas:u	FP||MD||MS	
*Atiy~	1Atiy~		1	*.w.y			*Atiy~	ADJ	autonomous;self;auto-	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
<axAwiy~	<a2Awiy~		1	>.x.w			<axAwiy~	ADJ	fraternal	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
<i*Ayap	<i2Ayap		1	>.*.y			<i*Ay	NOUN	injury;offense	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
<ibA'ap	<i2A'ap		1	>.b.y			<ibA'	NOUN	refusal;denial	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
<ibADiy~ap	<i2A3iy~ap		1	>.b.D			<ibADiy~	NOUN	Ibadites	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
<ibariy~	<i2a3iy~		1	>.b.r			<ibariy~	ADJ	needle-like	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
<id~	<i2~		1	>.d.d			<id~	NOUN	horrible;evil	pos:noun gen:- num:- rat:i cas:u	MD||MS	
<idoyuwluwjiy~	<i2oyuw3uw4iy~		1	>.d.l.j			<idoyuwluwjiy~	NOUN	ideologist	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
<iETAb	<i12A3		1	E.T.b			<iETAb	NOUN	damage/impairment	pos:noun gen:- num:- rat:i cas:u	MD||MS	
<iholayolaj	<i1o2ayo3aj		1	h.l.l			<iholayolaj	NOUN	ellipse	pos:noun gen:- num:- rat:i cas:u	MD||MS	
<iholayolajiy~	<i1o2ayo3ajiy~		1	h.l.l			<iholayolajiy~	ADJ	elliptical	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
<iholiylaj	<i1o2iy3aj		1	h.l.l			<iholiylaj	NOUN	ellipse	pos:noun gen:- num:- rat:i cas:u	MD||MS	
<iholiylajiy~	<i1o2iy3ajiy~		1	h.l.l			<iholiylajiy~	ADJ	elliptical	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
<iHotikAm	<i1oti2A3		1	H.k.m			<iHotikAm	NOUN	appeal	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS||MD||MP||MS	
<ij~ASap	<i2~A3ap		1	>.j.S			<ij~AS	NOUN	pear	pos:noun gen:- num:- rat:i cas:u	FD||FS	
<im~aE	<i2~a3		1	>.m.E			<im~aE	NOUN	yes-man;opportunist	pos:noun gen:- num:- rat:i cas:u	MD||MS	
<im~aEiy~	<i2~a3iy~		1	>.m.E			<im~aEiy~	ADJ	opportunism	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
<inojAS	<i2o3A4		1	>.n.j.S			<inojAS	NOUN	pear	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS||MD||MS	
<inosAniy~	<i2o3Aniy~		1	>.n.s			<inosAniy~	ADJ	human;humane;humanitarian	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
<inosiy~ap	<i2o3iy~ap		1	>.n.s			<inosiy~	NOUN	humanism	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
<iqoliymiy~ap	<i2o3iy4iy~ap		1	>.q.l.m			<iqoliymiy~	NOUN	regionalism	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
<iHotisA'	<i1oti2A'		1	H.s.w			<iHotisA	NOUN	sipping	pos:noun gen:- num:- rat:i cas:u	MD||MS	#A'@w
<ir~iys	<i2~iy3		1	>.r.s			<ir~iys	NOUN	peasant;farmer	pos:noun gen:- num:- rat:i cas:u	MD||MS	
<irodab~ap	<i1o2a3~ap		1	r.d.b			<irodab~	NOUN	cesspool	pos:noun gen:f num:- rat:i cas:u	FD||FP||FS	
<irowA}iy~	<i1owA}iy~		1	r.w.y			<irowA}iy~	ADJ	irrigational;irrigated	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
<isotugomAyap	<isotu1o2Ayap		1	g.m.y			<isotugomAy	NOUN	blind-mans'_buff	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
<it~isAm	<it~i2A3		1	>.s.m			<it~isAm	NOUN	characterization	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS||MD||MP||MS	
<itoyAn	<i2oyAn		1	>.t.y			<itoyAn	NOUN	arrival;performance	pos:noun gen:- num:- rat:i cas:u	MD||MS	
<ivomid	<i1o2i3		1	v.m.d			<ivomid	NOUN	antimony	pos:noun gen:- num:- rat:i cas:u	MD||MS	
<iwAlap	<iwA3ap		1	>.w.l			<iwAl	NOUN	mechanism	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
<iwAliy~	<iwA3iy~		1	>.w.l			<iwAliy~	ADJ	mechanical	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
<iwAliy~ap	<iwA3iy~ap		1	>.w.l			<iwAliy~	NOUN	mechanism	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
<iwaz~	<iwa2~		1	>.z.z			<iwaz~	NOUN	geese	pos:noun gen:m num:s rat:i cas:u	MS	@collective
<iwaz~ap	<iwa3~ap		1	>.w.z			<iwaz~	NOUN	goose	pos:noun gen:f num:- rat:i cas:u	FD||FP||FS	@instance
<iwA'	<iwA'		1	>.w.y			<iwA	NOUN	sheltering;harboring;lodging	pos:noun gen:- num:- rat:i cas:u	FP||MD||MS	#A'@w
<ixowAniy~ap	<i2owAniy~ap		1	>.x.w			<ixowAniy~	NOUN	fraternity;brotherhood	pos:noun gen:f num:- rat:i cas:u	FD||FP||FS	
<iydiyuwluwjiy~	<iy2iyuw3uw4iy~		1	>.d.l.j			<iydiyuwluwjiy~	NOUN	ideologist	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
<iymA'ap	<iy2A'ap		1	w.m.>			<iymA'	NOUN	gesture;sign;clue	pos:noun gen:f num:- rat:i cas:u	FD||FP||FS	
<iymA}iy~	<iy2A}iy~		1	w.m.>			<iymA}iy~	ADJ	pantomimic;gesturing	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
<iywA'	<iywA'		1	>.w.y			<iywA	NOUN	accommodation;housing	pos:noun gen:- num:- rat:i cas:u	FP||MD||MS	#A'@w
<iywA}iy~	<iywA}iy~		1	>.w.y			<iywA}iy~	ADJ	housing;shelter	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
<iywAn	<iywA3		1	y.w.n			<iywAn	NOUN	palace;hall	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>a*iy~ap	>a2iy~ap		1	>.*.y			>a*iy~	NOUN	harm;injury;malice;prejudice	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>a$oyAf	>a1oyA3		1	$.y.f			>a$oyAf	NOUN	slices;cuts	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>abATirap	>a1A2i3ap		1	b.T.r			>abATir	NOUN	emperors;stars	pos:noun gen:m num:p rat:i cas:u	FS	
>abiy~	>a2iy~		1	>.b.y			>abiy~	ADJ	noble;proud;dignified	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>abojadiy~ap	>a2o3a4iy~ap		1	>.b.j.d			>abojadiy~	NOUN	alphabet	pos:noun gen:f num:- rat:i cas:u	FD||FP||FS	
>adA}iy~	>a2A}iy~		1	>.d.y			>adA}iy~	ADJ	functional;performance-related	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>adabiy~At	>a2a3iy~At		1	>.d.b			>adabiy~	NOUN	literature	pos:noun gen:- num:- rat:i cas:u	FP	
>aDoHAp	>a1o2Ap		1	D.H.w			>aDoH	NOUN	sacrifice;immolation	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>afAwiyh	>a1Awiy3		1	f.w.h			>afAwiyh	NOUN	spices	pos:noun gen:- num:p rat:i cas:u	MS	#dip
>arobiEA'	>a1o2i3A'		1	r.b.E			>arobiEA	NOUN	Wednesday	pos:noun gen:- num:- rat:i cas:u	MS	#A'-w
>aHoyA}iy~	>a1oyA}iy~		1	H.y.w			>aHoyA}iy~	ADJ	biological;biologist	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>ajowA}iy~	>a1owA}iy~		1	j.w.w			>ajowA}iy~	ADJ	atmospheric;meteorological	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>ajozA}iy~	>a1o2A}iy~		1	j.z.y			>ajozA}iy~	ADJ	pharmacist	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>ajozA}iy~ap	>a1o2A}iy~ap		1	j.z.y			>ajozA}iy~	NOUN	pharmacy	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>alomAsiy~	>a2o3A4iy~		1	>.l.m.s			>alomAsiy~	ADJ	diamond	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>adA'	>a2A'		1	>.d.y			>adA	NOUN	performance;fulfillment	pos:noun gen:- num:- rat:i cas:u	MS	#A'@w
>an~ap	>a2~ap		1	>.n.n			>an~	NOUN	moan;complaint	pos:noun gen:f num:- rat:i cas:u	FD||FP||FS	
>ano>aY	>a1o>aY		1	n.>.y			>ano>	NOUN	farther/farthest_away;more/most_distant	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>ar$afap	>a23a4ap		1	>.r.$.f			>aro$af	NOUN	archiving;archival	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>arAxinap	>a2A3i4ap		1	>.r.x.n			>arAxin	NOUN	notables	pos:noun gen:m num:p rat:i cas:u	FS	
>aroyaHiy~	>a1oya3iy~		1	r.w.H			>aroyaHiy~	ADJ	generous;liberal	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>aroyaHiy~ap	>a1oya3iy~ap		1	r.w.H			>aroyaHiy~	NOUN	munificence;generosity	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>aruwmap	>a2uw3ap		1	>.r.m			>aruwm	NOUN	root;stump;stub	pos:noun gen:f num:- rat:i cas:u	FD||FP||FS	
>ary	>a2y		1	>.r.y			>ary	NOUN	honey	pos:noun gen:- num:- rat:i cas:u	MD||MS	
|lA'	>A2A'		1	>.l.y			|lA	NOUN	benefits;blessings	pos:noun gen:- num:p rat:i cas:u	MS	#A'
>asohumiy~	>a1o2u3iy~		1	s.h.m			>asohumiy~	ADJ	shares;stocks	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>asowa>	>a1owa>		1	s.w.>			>asow	ADJ_COMP	worse/worst	pos:adj_comp gen:- num:- rat:n cas:u	MD||MP||MS	#a>
>aSowabiy~ap	>a1owa3iy~ap		1	S.w.b			>aSowabiy~	NOUN	advisability;expediency	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>asoyAn	>a2oyAn		1	>.s.y			>asoyAn	NOUN	afflicted;desolate;sad	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS||MD||MS	
>aw~aliy~	>aw~a3iy~		1	>.w.l			>aw~aliy~	ADJ	first;foremost	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>aw~aliy~ap	>aw~a3iy~ap		1	>.w.l			>aw~aliy~	NOUN	priority;precedence;primacy	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>awad	>awa3		1	>.w.d			>awad	NOUN	subsistence	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>awolawiy~ap	>awo3awiy~ap		1	>.w.l			>awolawiy~	NOUN	priority;precedence	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>awosaTiy~	>awo2a3iy~		1	w.s.T			>awosaTiy~	ADJ	Middle	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>awoTa>	>awo2a>		1	w.T.>			>awoT	NOUN	lower/lowest	pos:noun gen:- num:- rat:i cas:u	MD||MS	#a>
>awozAE	>awo2A3		1	w.z.E			>awozAE	NOUN	crowds;groups	pos:noun gen:- num:p rat:i cas:u	MS	
>axiS~A}iy~	>a1i2~A}iy~		1	x.S.S			>axiS~A}iy~	ADJ	specialist;expert	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>ay~	>ay~		1	>.#.#			>ay~	NOUN_QUANT	any	pos:noun_quant gen:- num:- rat:n cas:u	FS||MS	
>ay~iliy~	>ay~i3iy~		1	>.y.l			>ay~iliy~	ADJ	cervidae;cervid;deer-related	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>ayas	>aya3		1	>.y.s			>ayas	NOUN	despair	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>ayoDiy~	>ayo3iy~		1	>.y.D			>ayoDiy~	ADJ	metabolic	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>ayoluwlap	>ayo3uwlap		1	>.y.l			>ayoluwl	NOUN	reversal;devolution	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>aZohur	>a1o2u3		1	Z.h.r			>aZohur	NOUN	rear_part	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>u*ayon	>u2ayo3		1	>.*.n			>u*ayon	NOUN	auricle	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>u$onAn	>u2o3A3		1	>.$.n			>u$onAn	NOUN	potash;saltwort	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>u$onAniy~	>u2o3Aniy~		1	>.$.n			>u$onAniy~	ADJ	potash;saltwort	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>ub~ahap	>u2~a3ap		1	>.b.h			>ub~ah	NOUN	pomp;splendor	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>ubul~ap	>u2u3~ap		1	>.b.l			>ubul~	NOUN	tribe;companions	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>ufoEuwAn	>u2o3uwAn		1	>.f.E			>ufoEuwAn	NOUN	male_viper	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>umamiy~ap	>u2a3iy~ap		1	>.m.m			>umamiy~	NOUN	internationalism;international	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>umuwmiy~ap	>u2uw3iy~ap		1	>.m.m			>umuwmiy~	NOUN	matriarchy	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>usoqufiy~	>u2o3u4iy~		1	>.s.q.f			>usoqufiy~	ADJ	episcopal	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>usoqufiy~ap	>u2o3u4iy~ap		1	>.s.q.f			>usoqufiy~	NOUN	bishopric;episcopate	pos:noun gen:f num:- rat:i cas:u	FD||FP||FS	
>usotA*iy~ap	>u2o3A4iy~ap		1	>.s.t.*			>usotA*iy~	NOUN	professorship	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>uwAriy~	>uwA3iy~		1	w.>.r			>uwAriy~	ADJ	blazing_thirst	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>uwayoqAt	>uwayo2A3		1	w.q.t			>uwayoq	NOUN	short_times;good_times	pos:noun gen:m num:- rat:i cas:u	FP	
>uwnbA$iy~	>uw23A4iy~		1	>.n.b.$			>uwnbA$iy~	NOUN	corporal	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
>uwq~ap	>uw3~ap		1	>.w.q			>uwq~	NOUN	oka	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>uxorawiy~ap	>u2o3awiy~ap		1	>.x.r			>uxorawiy~	NOUN	eschatology	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
>uxot	>u2ot		1	>.x.w			>uxot	NOUN	sister;counterpart	pos:noun gen:f num:- rat:r cas:u	MD||MS	
|}il	>A}i3		1	>.y.l			|}il	NOUN	reversible;ready	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS||MD||MP||MS	
|damiy~	>A2a3iy~		1	>.d.m			|damiy~	ADJ	human;humane	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
|nuk	>A2u3		1	>.n.k			|nuk	NOUN	lead	pos:noun gen:- num:- rat:i cas:u	MD||MS	
|rAmiy~ap	>A2A3iy~ap		1	>.r.m			|rAmiy~	NOUN	Aramaic_(language)	pos:noun gen:f num:- rat:i cas:u	FD||FP||FS	
$a>ow	1a>ow		1	$.>.w			$a>ow	NOUN	summit;goal	pos:noun gen:- num:- rat:i cas:u	MD||MS	
$ahowAniy~	1a2owAniy~		1	$.h.w			$ahowAniy~	ADJ	covetous;debauched	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
$at~aY	1a2~aY		1	$.t.t			$at~	NOUN	all;variety	pos:noun gen:f num:- rat:i cas:u	MS	#aY-Ap-y
$awA*~	1awA2~		1	$.*.*			$awA*~	NOUN	peculiarities;idiosyncrasies	pos:noun gen:- num:- rat:i cas:u	FP	
$ay~At	1ay~At		1	$.y.y			$ay~At	NOUN	shoe-shine	pos:noun gen:- num:- rat:i cas:u	MD||MS	
$AyiEap	1Ayi3ap		1	$.y.E			$AyiE	NOUN	rumor	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
$ayo}iy~	1ayo}iy~		1	$.y.>			$ayo}iy~	ADJ	objective;factual	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
$ayo}iy~ap	1ayo}iy~ap		1	$.y.>			$ayo}iy~	NOUN	objective;target	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
$ayoTAniy~	1ayo2A3iy~		1	$.T.n			$ayoTAniy~	ADJ	satanic;devilish;evil	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
$ayoxuwxap	1ayo3uwxap		1	$.y.x			$ayoxuwx	NOUN	old_age;seniority	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
$ayoxuwxiy~	1ayo3uwxiy~		1	$.y.x			$ayoxuwxiy~	ADJ	old_age;senior	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
$iyraj	1iy3a4		1	$.y.r.j			$iyraj	NOUN	sesame_oil	pos:noun gen:- num:- rat:i cas:u	MS	
$ubuk	1u2uk		1	$.b.q			$ubuk	NOUN	chibouk_(Turkish_tobacco_pipe)	pos:noun gen:- num:- rat:i cas:u	MD||MS	
$uHowAr	1u2owA3		1	$.H.r			$uHowAr	NOUN	soot	pos:noun gen:- num:- rat:i cas:u	MD||MS	
$uway~ap	1uway~ap		1	$.y.>			$uway~	NOUN	a_little_bit	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
$uyay~'	1uyay~'		1	$.y.>			$uyay~'	NOUN	a_little_bit	pos:noun gen:- num:- rat:i cas:u	MD||MS	
$uyuwEiy~ap	1uyuw3iy~ap		1	$.y.E			$uyuwEiy~	NOUN	Communism	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
bal~uwrap	1a2~uw4ap		1	b.l.w.r			bal~uwr	NOUN	crystal	pos:noun gen:f num:- rat:i cas:u	FD||FP||FS	@instance
banaf$	1a2a34		1	b.n.f.$			banaf$	NOUN	amethyst	pos:noun gen:- num:- rat:i cas:u	MS	
baq~am	1a2~a3		1	b.q.m			baq~am	NOUN	brazilwood	pos:noun gen:- num:- rat:i cas:u	MD||MS	
bar~iymiy~ap	1a2~iy3iy~ap		1	b.r.m			bar~iymiy~	NOUN	drill-shaped;spirochete	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
bawn	1aw3		1	b.w.n			bawn	NOUN	interval;distance	pos:noun gen:- num:- rat:i cas:u	MD||MS	
bayoDawiy~	1ayo3awiy~		1	b.y.D			bayoDawiy~	ADJ	oval	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
bil~awr	1i2~aw4		1	b.l.w.r			bil~awr	NOUN	crystal	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS||MD||MS	
biy}iy~	1iy}iy~		1	b.w.>			biy}iy~	ADJ	environmental	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
biydAwap	1iy3Awap		1	b.y.d			biydAw	NOUN	wilderness	pos:noun gen:- num:- rat:i cas:u	FP	
bu&oriy~	1u&o3iy~		1	b.>.r			bu&oriy~	ADJ	focal	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
bulahoniyap	1u2a3oniyap		1	b.l.h			bulahoniy	NOUN	wealth;abundance	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
bunay	1u2ay		1	b.n.w			bunay	NOUN	little_son	pos:noun gen:m num:s rat:r cas:u	MS	
da>ab	1a>a3		1	d.>.b			da>ab	NOUN	persistence;eagerness	pos:noun gen:- num:- rat:i cas:u	MD||MS	
